title,abstract,subjects
Development and application of 2D and 3D transient electromagnetic inverse solutions based on adjoint Green functions : a feasibility study for the spatial reconstruction of conductivity distributions by means of sensitivities,"To enhance interpretation capabilities of transient electromagnetic (TEM) methods, a multidimensional inverse solution is introduced, which allows for a explicit sensitivity calculation with reduced computational effort. The main conservation of computational load is obtained by solving Maxwell's equations directly in time domain. This is achieved by means of a high efficient Krylov-subspace technique that is particularly developed for the fast computation of EM fields in the diffusive regime. Traditional modeling procedures for Maxwell's equations yields solutions independently for every frequency or, in the time domain, at a given time through explicit time stepping. Because of this, frequency domain methods are rendered extremely time consuming for multi-frequency simulations. Likewise the stability conditions required by explicit time stepping techniques often result in highly inefficient calculations for large diffusion times and conductivity contrasts. The computation of sensitivities is carried out using the adjoint Green functions approach. For time domain applications, it is realized by convolution of the background electrical field information, originating from the primary signal, with the impulse response of the receiver acting as secondary source. In principle, the adjoint formulation may be extended allowing for a fast gradient calculation without calculating and storing the whole sensitivity matrix but just the gradient of the data residual. This technique, which is also known as migration, is widely used for seismic and, to some extend, for EM methods as well. However, the sensitivity matrix, which is not easily given by migration techniques, plays a central role in resolution analysis and would therefore be discarded ...",gnd:4768355-7
The e-invariant and transfer map,"Abstract: In this thesis, we study a refined Borel regulator from algebraic K-theory of complex numbers to topological K-theory with coefficients in C/Z, which is constructed by Karoubi, Jones and Westbury. <br><br>We investigate the homotopy properties of this regulator and its relation with the xi-invariant of flat vector bundles. We prove that their construction is equivalent to the one given by Atiyah, Patodi and Singer, and explain how this regulator generalizes the Adams e-invariant. The possible homotopy-theoretic constructions of this regulator are also discussed. In particular, we show that there is a unique infinite loop space map from algebraic K-theory of complex numbers to topological K-theory with coefficients in C/Z whose induced homomorphism between homotopy groups is the same as this regulator. The result implies an index theorem analogous to the Bismut-Lott index theorem",gnd:4141839-6 gnd:4334283-8 gnd:4120861-4 gnd:4161489-6 gnd:4012255-4
Isothermal drying of pore networks : influence of pore structure on drying kinetics : Einfluss der Porenstruktur auf die Trocknungskinetik),"Drying of porous media, pore network, pore structure, capillary forces, viscous forces, drying kinetics",gnd:4301546-3 gnd:4336135-3 gnd:4114528-8 gnd:4124329-8 gnd:4148767-9 gnd:4022005-9
Decentralized authorization for inter-domain collaborations with iRBAC framework,"['Inter-domain collaborations are composed of a series of tasks, whose run-time environment stretches over heterogeneous systems governed by different sets of policies. Though the collaborators are willing to allow access to their services and resources from outside of their administrative domains in order to reach the common goals of collaborations, they still desire to retain control over deciding under which conditions their resources should be available and which internal information to disclose to their collaborators. For instance, personally identifiable information (PII) is one of the sensitive data collaborators wish to protect. However, more often than not PII is a prerequisite to granting access permissions when the user is from a different administrative domain. Within business-to-business (B2B) collaboration scenarios, however, information on the persons role within the collaborations is actually more relevant than the PIIs. In order to satisfy autonomous administrations of collaborators including protection of end-users PIIs, it is essential that authorization policies and mechanisms do not require exchanges of PIIs. Moreover, the administrations of the security policies are to be operated in a decentralized manner. This then opens up requirements of interoperability and scalability of an authorization solution for inter-domain collaborations in terms of policy specifications, enforcement, and administrations. This thesis proposes an authorization solution that presents not only a model that provides a logical structure of security policies but also a methodology to guide the construction process of the policies and a set of modules that allows decentralized, autonomous administration of the security policies throughout their lifetime. Together these components render an authorization solution to collaborative systems built with standard protocols. In summary, the three components are: * Model is elaborated from role-based access control (RBAC) [ANS04] with an additional indirect layer called interactive Roles (iRoles). This layer abstracts authorized end-users within collaborators local domains. By introducing the additional indirection, iRoles enable autonomous policy administration on userrole and rolepermission assignments. Equally importantly, it provides transparent linkage between local end-users in collaborators domains and functional roles in collaboration definitions. * Methodology is a step-by-step guideline that provides a process of building security policies based on this model. The end result of the process is a security policy built in terms of definitions of iRoles in the format of an eXtensible Access Control Mark-up Language (XACML) [Mos05] standardized policy, which is one of the most commonly used standards by the reference monitors. * Modules is a tool-set, also called the interactive RBAC (iRBAC), which enables decentralized operations of autonomous administration of the security policies built according to the methodology. A unique contribution of this work is its full coverage of support for the different stages of the lifecycle of the security policies for inter-domain collaborations. Though a case study has been conducted, a real-time scaled deployment is yet to be applied. Additionally, suitable methods of evaluating this work are still to be established. Nonetheless, this thesis presents the bridging elements of an authorization solution to fill the gap between the works of research communities and the needs of the real world scenarios of inter-domain collaborations not in parts but as a whole composition.', 'In Inter-Domain-Kollobarationen werden Aufgaben über Domänengrenzen hinweg bearbeitet. Obwohl die Partner bereit sind, Zugang zu Diensten und Ressourcen von außerhalb ihrer administrativen Domäne zu erlauben, wollen sie die Kontrolle darüber behalten, unter welchen Bedingungen ihre Ressourcen und internen Informationen den Partnern zur Verfügung gestellt werden. Zum Beispiel gehören Persönlich Identifizierbare Informationen (PII) zu den sensitiven Daten, welche die Partner schützen wollen. Doch oft ist PII eine Voraussetzung für die Gewährung der Zugangsberechtigungen für Benutzer aus einer anderen administrativen Domäne. Innerhalb von Business-to-Business (B2B) Kollobarations Szenarien ist Information über die Rolle der Person innerhalb der Kollobaration wichtiger als die PII. Für die autonome Verwaltungen der Partner einschließlich des Schutzes der Endnutzer PII ist es unerlässlich, dass die Autorisierungsrichtlinien und Mechanismen nicht den Austausch von PII erfordern. Außerdem ist die Verwaltung der Sicherheitsrichtlinien dezentral zu betreiben. Dies führt zu Anforderungen an die Interoperabilität und Skalierbarkeit einer Autorisationslösung für Inter-Domain Kollobarationen im Bereich der Spezifikation, Durchsetzung und Verwaltung von Sicherheitsrichtlinien. In dieser Arbeit wird eine Lösung zur Autorisation vorgeschlagen, die ein Modell, d.h. eine logische Struktur von Sicherheitsrichtlinien, eine Methodik für die Erstellung von Sicherheitsrichtlinien, und eine Reihe von Modulen, welche eine dezentrale, autonome Verwaltung der Sicherheitsrichtlinien über deren gesamte Lebensdauer ermöglichen, beinhaltet. Zusammen bilden diese Komponenten eine komplette Lösung zur Zugriffskontrolle auf der Grundlage von Standard-Protokollen. * Modell Das Modell basiert auf dem Role-Based Access Control (RBAC) Modell mit einer zusätzlichen Zwischenebene, den sogenannten interactive Roles. Diese Schicht abstrahiert den autorisierten Endnutzer in den lokalen Domänen des Partners. Die Einführung von iRoles ermöglicht Sicherheitsrichtlinien autonom mittels BenutzerRolle und RolleBerechtigungszuweisungen zu verwalten. Zudem unterstützt das Framework die transparente Verknüpfung zwischen den lokalen Endbenutzern in ihren Domänen und den funktionalen Rollen in den Definitionen der Kollaborationen. * Methodik Die Methodik ist eine Schritt-für-Schritt-Anleitung, welche einen Prozess zum Aufbau von Sicherheitsrichtlinien basierend auf dem Modell bereitstellt. Das Endergebnis des Prozesses sind die Sicherheitsrichtlinien, geschrieben in der eXtensible Access Control Markup Language (XACML). * Module Die Module führen die autonome, dezentrale Verwaltung der Sicherheitsrichtlinien aus, die nach der Methodik erzeugt wurden. Der Beitrag dieser Arbeit ist die vollständige Abdeckung der Unterstützung für die verschiedenen Phasen des Lebenszyklus der Sicherheitsrichtlinien für Inter-Domain Kollaborationen. Obwohl eine Fallstudie für die Lösung durchgeführt wurde ist, muss der Lösungsansatz noch in der Praxis umgesetzt und evaluiert werden. Nichtsdestotrotz stellt diese Arbeit einen ersten Schritt dar, um die Lücke zwischen der Forschungsresultaten und der Praxis der Inter-domain Kollaborationen zu schließen.']",gnd:4293034-0
Serving online requests with mobile resources,"Abstract: Resource allocation problems have a large variety of applications in different areas of computer  science and operations research. A resource allocation problem seeks to find an optimal  allocation of a given type of expensive or limited resource to a set of clients that request  the services of the given resource. Some of these problems have an online nature: The requests  sequence is not revealed at the beginning, but the requests arrive in an online fashion.  An algorithm for an online resource allocation problem must make its decision in response  to a newly arriving request in an online fashion, i.e., typically before the subsequent request  arrives. Depending on the definition of an online resource allocation problem, it might be allowed  to postpone serving a request or to change an already made decision. However in this  case, postponing a service and changing a decision come at a cost.  In this thesis, we also study online allocation problems in the distributed setting, where  in contrast to a centralized system, there is no central unit that controls everything and that  is aware of the global state of the system. In addition to the uncertainty about the request  sequence arising from the online arrivals, there is also uncertainty at each node in the network  because the node does not directly learn about requests arriving in other parts of the network.  The nodes of a distributed system therefore need to communicate in order to coordinate their  actions and one typically assumes that this communication does not come for free.  Two online problems are mainly studied in this thesis. First, we consider the distributed  queuing problem as a basic problem that coordinates mutually exclusive access to shared data  in distributed systems. We devise a randomized distributed queuing algorithm with an expected  competitive ratio of O(log n) on general network topologies. We utilize the well-known  probabilistic tree embedding of Fakcharoenphol, Rao, and Talwar [STOC 2003] that approximates  the distances of a general metric space by mapping it to a special family of tree topologies  known as hierarchically well-separated trees and often just referred to as HSTs. Our  randomized distributed queuing algorithm is obtained by running the ARROW algorithm—a  well-known distributed queuing algorithm—on top of the HST that is produced by applying  the above embedding to the distances of the underlying network. It is shown that (under some  assumptio ...",gnd:4417917-0
Designing international environmental agreements : incentive compatible strategies for cost-effective cooperation,"The international character of today's most pressing environmental problems has become a key challenge for environmental policy making. As regulation by a supranational authority is not a realistic option at present, policymakers have to rely on decentralized approaches to the management of international environmental resources. This study combines two core dimensions of international environmental policy: the traditional search for cost-effective policy instruments and the creation of incentives for voluntary cooperation among sovereign nations. The analysis offers some clear-cut policy recommendations for the design of environmental treaties and for the further development of existing international institutions to protect the global environment",gnd:4013585-8 gnd:4078523-3 gnd:4120503-0
Interaction of atoms with twisted light,"Twisted photons are particles which carry a nonzero projection of the orbital angular momentum onto their propagation direction. During the last years, the interaction between twisted photons and atoms became an active area of fundamental and applied research. In the present work, we show how the “twistedness” of Bessel and Laguerre-Gauss photons may affect a number of fundamental light-matter interaction processes in comparison with the results for standard plane-wave radiation. In particular, we perform an analysis of the photoionization of hydrogen molecular ions by twisted photons. It is shown that the oscillations in the angular and energy distributions of photoelectrons are affected by the intensity profile of twisted photons. We also investigate the excitation of atoms by these twisted photons. We demonstrate here that the orbital angular momentum of light leads to the alignment or specific magnetic sublevel population of excited atoms. Apart from these studies, we explore the elastic Rayleigh scattering of twisted photons by hydrogenlike ions. Our results indicate that the “twistedness” of incident photons may significantly influence the polarization properties of scattered light.",gnd:4046482-9 gnd:4128386-7 gnd:4189262-8 gnd:4230288-2 gnd:4177106-0 gnd:4174506-1 gnd:4045922-6
"""Eine Welt ohne Wachstum ist möglich ..."" - Die Globale Zivilgesellschaft als Vermittlerin entschleunigender Nachhaltigkeit?","['Zusammenfassung: The given BA thesis deals with the understanding of sustainability by exemplary actors of the â€œGlobal Civil Societyâ€. The current pursuit of economic growth is identified as a major cause for our excessive consumption of resources. Therefore the idea of a â€œdecelerating sustainabilityâ€ opens up ways to overcome the ecological crisis and the rising social inequality. The potential for spreading this approach lies especially in the â€œGlobal Civil Societyâ€, here understood as the â€œglobal justice movementâ€. How far the â€œGlobal Civil Societyâ€ takes this role or could play it in the future is investigated in the thesis by a study of exemplary actors\' understanding of sustainability: the International Trade Union Confederation, Via Campesina and Attac. The theoretical reference for the empirical analysis is a conceptualization of sustainability that rejects the pursuit of growth, called here â€œdecelerating sustainabilityâ€. It is based on a synthesis of approaches to post-growth, â€œdÃ©croissanceâ€, degrowth and sufficiency. The primary method for the three case studies is an exploratory document analysis to examine position papers, protest calls and texts from people in charge of the (movement) organizations. The conclusion is that the â€œGlobal Civil Societyâ€ as a whole does not advocate ""decelerating sustainability"". In particular, the International Trade Union Confederation supports the approach of ""green"" or ""sustainable growth"", which is also the position of certain members of Attac. However, other members of Attac reject clearly the pursuit of growth. A distinct criticism of industrialization that strongly questions the current aspirations for growth is expressed by Via Campesina. Therefore, ""decelerating sustainability"" is no common claim of the â€œGlobal Civil Societyâ€, but more and more an idea brought forward by its actors.  Finally, the work deals with the potential of ""decelerating sustainability"" for the protest activities by the â€œGlobal Civil Societyâ€. The idea that we have to abandon the pursuit of growth to preserve our natural resources could give the movement a new landmark for mobilization. The fact that the last climate summit protests formulated positions critical towards growth represents for the author a development in this direction', 'Zusammenfassung: Die vorliegende BA-Arbeit befasst sich mit dem Nachhaltigkeitsverständnis von exemplarischen Akteuren der „Globalen Zivilgesellschaft“. Das derzeitige Streben nach Wirtschaftswachstum wird als ein Hauptfaktor des weltweiten Überverbrauchs an Ressourcen identifiziert. Daher eröffnet die Idee einer „entschleunigenden Nachhaltigkeit“ Wege zur Überwindung von Umweltzerstörung und sozialer Ungleichheit. Potential zu deren Verbreitung liegt besonders in der „Globalen Zivilgesellschaft“, hier als die globalisierungskritische Bewegung verstanden. Inwiefern sie diese Rolle erfüllt oder in Zukunft einnehmen könnte, wird an Hand des Nachhaltigkeitsverständnisses  exemplarischer Akteure geprüft: der Internationale Gewerkschaftsbund, Via Campesina und Attac. Als theoretischer Anhaltspunkt für die empirische Untersuchung dient eine wachstumskritische Konzeptionalisierung von Nachhaltigkeit als „entschleunigende Nachhaltigkeit“. Sie basiert auf einer Synthese von Ansätzen zu Postwachstum, Décroissance, Degrowth bzw. Suffizienz. Die vorrangige Methode der drei Fallstudien ist eine explorativ geführte Dokumentenanalyse, welche auf Positionspapiere, Protestaufrufe und Texte von Verantwortlichen der einzelnen (Bewegungs-)Organisationen zurückgreift. Ergebnis der Untersuchung ist, dass innerhalb der Globalen Zivilgesellschaft keine eindeutige Tendenz zur Vermittlung „entschleunigender Nachhaltigkeit“ besteht. Insbesondere der Internationale Gewerkschaftsbund vertritt wie Teile von Attac den Ansatz eines „grünen“ oder „nachhaltigen Wachstums“. Zugleich lassen sich bei Attac starke wachstumskritische Tendenzen feststellen. Eine sehr deutliche Industrialisierungskritik, welche das aktuelle Wachstumsstreben massiv in Frage stellt, ist bei Via Campesina zu finden. „Entschleunigende Nachhaltigkeit“ ist daher keine gemeinsame Forderung der „Globalen Zivilgesellschaft“, wird aber zunehmend von ihren Akteuren vertreten. Abschließend thematisiert die Arbeit das Potential von „entschleunigender Nachhaltigkeit“ für den globalen zivilgesellschaftlichen Protest. Die Idee, sich zur Bewahrung der natürlichen Lebensgrundlagen vom Wachstumszwang zu lösen, könnte der „Globalen Zivilgesellschaft“ einen neuen Orientierungspunkt zur Mobilisierung geben. Wachstumskritische Stellungnahmen im Zuge der letzten Klimagipfel-Proteste sind für den Autor erste Anzeichen in diese Richtung']",gnd:7560208-8 gnd:7668631-0 gnd:4326464-5 gnd:7709540-6 gnd:4066527-6
Metastable glassy states under external perturbations : monitoring the effects of compression and shear-strain,"This thesis presents a theoretical analysis of the behavior of glasses under external perturbations, i.e. compression and shear straining. Written in a pedagogical style, it explains every facet of the problem in detail, including many crucial steps that cannot be found in the existing literature-making it particularly useful for students and as an introduction to the subject of glassy physics. In glassy systems the behavior under external compression and shear-strain is quite peculiar. Many complex phenomena are observed and grasping them fully would be a major step toward a complete theory of the glass transition. This thesis makes important advances in this direction, analyzing the behavior of glassy states in painstaking detail and reproducing it in the framework of a recently developed mean field theory for glasses that has proven extremely successful for jamming, demonstrating its predictive power in the context of metastable glassy states obtained through nonequilibrium protocols",gnd:4171730-2 gnd:4148259-1 gnd:4337622-8 gnd:4191822-8 gnd:4021142-3 gnd:4132140-6 gnd:4169654-2 gnd:4164921-7
Suchmaschinenalgorithmen im Kartellrecht der EU und der USA : Untersuchung der Möglichkeiten einer Ausgestaltungskontrolle im Spannungsfeld der Implikationen wesentlicher Einrichtungen und bestehender Schutzdimensionen,"['By way of continued mediatisation of the use of the internet, the algorithms of search engines have become vested with an influential function to select certain types of content for the users’ awareness. Put economically, the configuration of the algorithms can be decisive for the overall structure of downstream markets, in particular with powerful search engine providers. This potential impact on the economic standing of market participants triggers the question as to how the prohibition of the abuse of a dominant position enables a confinement of an otherwise free configuration. The investigation into the density of control by competition law is further enhanced with the juxtaposition of the protective legal aspects available to the algorithms. On a methodical stance, this work is dedicated to analyse the development of the mutual relationship between the antitrust regimes as under EU and U.S. law.', 'Durch die fortschreitende Mediatisierung der Internetnutzung über die Verwendung von Suchmaschinen kommt deren Algorithmen eine wirkungsmächtige Selektionsfunktion für die Nutzerwahrnehmung der vorhandenen Inhalte zu. Wirtschaftlich gewendet kann insbesondere bei marktmächtigen Anbietern von Suchdiensten die Ausgestaltung der Algorithmen über die Anteilsstruktur auf nachgelagerten Märkten maßgeblich entscheiden. Diese Einflussmöglichkeit auf die ökonomische Position von Marktteilnehmern ruft die Frage nach der Möglichkeit einer Begrenzung der Ausgestaltungsfreiheit durch das Missbrauchsverbot einer marktbeherrschenden Stellung auf den Plan. Apostrophiert wird diese Untersuchung der kartellrechtlichen Kontrolldichte durch eine Gegenüberstellung der für die Algorithmen bestehenden rechtlichen Schutzdimensionen. In methodischer Hinsicht widmet sich das Werk einer Analyse im EU- und US-Kartellrecht zur Ausarbeitung des gegenseitigen Entwicklungsverhältnisses beider Rechtsregime.']",gnd:4423007-2 gnd:4029788-3 gnd:4132315-4
Temporal Quantum Correlations and Hidden Variable Models,"['Introduction -- Preliminary notions -- Noncontextuality inequalities from variable elimination -- Optimal tests for state-independent contextuality -- Quantum bounds for temporal correlations -- Dimension witnesses -- Conclusions. .', 'In this thesis, the main approach to the characterization of the set of classical probabilities, the correlation polytope approach, is reviewed for different scenarios, namely, hidden variable models discussed by Bell (local), Kochen and Specker (non-contextual), and Leggett and Garg (macrorealist). Computational difficulties associated with the method are described and a method to overcome them in several nontrivial cases is presented. For the quantum case, a general method to analyze quantum correlations in the sequential measurement scenario is provided, which allows computation of the maximal correlations. Such a method has a direct application for computation of maximal quantum violations of Leggett-Garg inequalities and it is relevant in the analysis of non-contextuality tests. Finally, possible applications of the results for quantum information tasks are discussed.']",gnd:4047989-4 gnd:4274589-5 gnd:4175324-0 gnd:4165343-9
The role of the neck linker and neck in kinesin velocity regulation,"Kinesins are microtubule-associated motor proteins that convert the chemical energy of ATP into mechanical energy to perform a wide range of intracellular motility functions. Kinesin molecules represent long-stretched structures revealing distinct globular motor domains, composed of a conserved catalytic core and a so-called mechanical element. The catalytic core contains the microtubule- and ATP-binding sites. The mechanical element, comprising the neck linker and the neck, has been known to be crucial for motility generation, in general. Human neuron-specific kinesin-1 (KIF5A) and human mitotic kinesin-5 (Eg5) are kinesins with conserved motor domains, revealing about 40% identity in amino acid sequence. In addition, there is a very high level of similarity in their crystal structures. Regardless, Eg5 moves about 25 times slower than kinesin-1. Yet, the molecular mechanisms involved in velocity regulation of kinesin motors have been unclear. The central goal of this study was to find out which structural elements of the kinesin motor domain are responsible for motility generation, in general and for velocity regulation, in particular. With this intention, C-terminally truncated KIF5A and Eg5 proteins, lacking defined structural elements of the motor domain, were expressed and comparatively analyzed to define the minimal structural organization of the catalytic core required to generate activity. Furthermore, a series of KIF5A and Eg5 chimeras with interchanged neck linker and neck sequences were constructed to determine the structural elements involved in kinesin velocity regulation.",gnd:4236029-8
Grading Knowledge : Extracting Degree Information from Texts,"This book develops concise and comprehensive concepts for extracting degree information from natural language texts. First, an overview of the ParseTalk information extraction system is given. Then, from the review of relevant linguistic literature, the author derives two distinct categories of natural language degree expressions and proposes knowledge-intensive algorithms to handle their analyses in the ParseTalk system. Moreover, for inferencing the author generalizes from well-known constraint propagation mechanisms. The concepts and methods developed are applied to text domains from medical diagnosis and information technology magazines. The conclusion of the book gives an integration of all three levels of understanding resulting in more advanced and more efficient information extraction mechanisms",gnd:4566641-6
Metal-related mineral assemblages as probes into protoplanetary gas-solid interactions,"Micro- to nanometer-sized metal-volatile related inclusions have been investigated by a combined SEM-FIB-TEM approach within primitive meteorites Acfer 094 and QUE 97990. Acfer 094 contains polycrystalline sulfide-oxide assemblages with concentric character that, in some cases contain relict metal within their center. It was possible to constrain the formation scenario of these assemblages to a most likely solar nebula scenario, taking place prior to Acfer 094s’ parent body accretion. A probable formation scenario could be the reaction of primitive metal condensates with nebular gases such as H2S and H2O. It was possible to detect carlsbergite (CrN) inclusions within metal in QUE 97990 as well as roaldite (Fe4N) in Acfer 094. The crystallographic orientation relationships between metal and nitride confirm a formation of nitride from the metal, which indicates that at least the observed nitrides in Acfer 094 and QUE 97990 are the products of metal-gas interactions independent of sulfide-formation. Metal (Fe/Ni,Co,Cr) – H2/H2S experiments have been performed in order to verify the conclusions drawn from the results on natural samples. The experimentally produced samples were studied by a combined SEM-FIB-TEM approach as well. The experiments were performed at several temperatures (250 °C, 350 °C, and 550 °C) under solar nebula pressure conditions (10 mbar total pressure). The results from the highest temperature experimental run (550°C) are in good agreement with the observations made in Acfer 094, based both on chemical behavior of main (Fe, Ni) and minor (Co, Cr) elements as well as texture.",gnd:4351499-6 gnd:4171929-3 gnd:4233970-4 gnd:4184024-0 gnd:4038950-9
Mechanistic investigations of photoelectrochemical water and methanol oxidation on different titanium dioxide single crystal surfaces,"Intensity modulated photocurrent spectroscopy (IMPS), TiO2 single crystal, photoelectrochemical, photocatalysis, anatase, rutile, charge transfer and recombination rate constants. - Intensitätsmodulierte Photostromspektroskopie, Einkristalloberflächen TiO2, Photoelektroden, Photokatalysatoren, Rutil, Anatas, Ladungstransfer und -rekombinations-Geschwindigkeitskonstanten",gnd:4400572-6 gnd:4174489-5 gnd:4185549-8 gnd:4174509-7 gnd:4151344-7
Die Regulierung des Peer-to-Peer-Lending in Deutschland : eine Untersuchung unter Einbeziehung alternativer Gestaltungsvarianten und Regulierungsansätze in den USA und Großbritannien,"['Peer-to-peer lending, in its original form direct loan agreements between consumers, facilitated through an Internet platform, is the economically most relevant form of online alternative finance. This book features a comprehensive analysis of the regulatory framework applicable to peer-to-peer lending in Germany, including its consequences for entrepreneurial practice, consumer access to debt financing and its effects on competition for innovative, technology-driven business models in Germany. The author describes the different variants of peer-to-peer lending in the US and the United Kingdom from a factual and legal perspective, and explains their respective approaches to regulation. He subsequently develops suggestions for improvements to the German regulatory framework and the administrative practices of supervisory authorities regarding innovative, technology-driven businesses.', 'Das Peer-to-Peer Lending, in dessen Ursprungsvariante Verbraucher über eine Internet-Plattform Darlehen an andere Verbraucher ausreichen, ist die weltweit betrachtet wirtschaftlich bedeutsamste Erscheinungsform der sogenannten Online Alternative Finance. Die Arbeit bietet eine umfassende Betrachtung der aufsichtsrechtlichen Rahmenbedingungen des Peer-to-Peer Lending in Deutschland einschließlich einer Analyse der hieraus folgenden Konsequenzen für die unternehmerische Praxis, den Kapitalzugang für Verbraucher sowie den Wettbewerb um innovative Technologieunternehmen am Wirtschaftsstandort Deutschland. Der Autor stellt die unterschiedlichen Gestaltungsvarianten des Peer-to-Peer Lending in den USA und in Großbritannien in tatsächlicher und rechtlicher Hinsicht dar und erläutert die dortigen Regulierungsansätze. Hieraus werden Verbesserungsvorschläge für das deutsche Recht und die Verwaltungspraxis der Aufsichtsbehörden im Umgang mit innovativen Technologieunternehmen abgeleitet.']",gnd:4062632-5 gnd:4741959-3 gnd:4018417-1 gnd:4201958-8 gnd:4354267-0
Interactions involving lipid-based surfaces : from protein adsorption to membrane adhesion,"Interactions involving biological interfaces such as lipid-based membranes are of paramount importance for all life processes. The same also applies to artificial interfaces to which biological matter is exposed, for example the surfaces of drug delivery systems or implants. This thesis deals with the two main types of interface interactions, namely (i) interactions between a single interface and the molecular components of the surrounding aqueous medium and (ii) interactions between two interfaces. Each type is investigated with regard to an important scientific problem in the fields of biotechnology and biology: 1.) The adsorption of proteins to surfaces functionalized with hydrophilic polymer brushes; a process of great biomedical relevance in context with harmful foreign-body-response to implants and drug delivery systems. 2.) The influence of glycolipids on the interaction between lipid membranes; a hitherto largely unexplored phenomenon with potentially great biological relevance. Both problems are addressed with the help of ...",gnd:4167790-0 gnd:4047524-4 gnd:4000536-7 gnd:4793548-0
Multiply negatively charged aluminium clusters and fullerenes,"['Multiply negatively charged aluminium clusters and fullerenes were generated in a Penning trap using the ""electron-bath"" technique. Aluminium monoanions were generated using a laser vaporisation source. After this, two-, three- and four-times negatively charged aluminium clusters were generated for the first time. This research marks the first observation of tetra-anionic metal clusters in the gas phase. Additionally, doubly-negatively charged fullerenes were generated. The smallest fullerene dianion observed contained 70 atoms.', 'Mehrfach negativ geladene, Aluminium Cluster, Fullerene, Ionenfallen, Flugzeitmassenspektrometrie,   Polyanions, Aluminium cluster, Fullerene, Ion traps, Time-of-flight mass spectrometry']",gnd:4368444-0 gnd:4001573-7 gnd:4245919-9 gnd:4305238-1 gnd:4148105-7 gnd:4130938-8
Sustainable bio-based poly-N-glycines and polyesters,"Nowadays, the need to protect the environment becomes more urgent than ever. In the field of chemistry, this translates to practices such as waste prevention, use of renewable feedstocks, and catalysis; concepts based on the principles of green chemistry. Polymers are an important product in the chemical industry and are also in the focus of these changes. In this thesis, more sustainable approaches to make two classes of polymers, polypeptoids and polyesters, are described. Polypeptoids or poly(alkyl-N-glycines) are isomers of polypeptides and are biocompatible, as well as degradable under biologically relevant conditions. In addition to that, they can have interesting properties such as lower critical solution temperature (LCST) behavior. They are usually synthesized by the ring opening polymerization (ROP) of N-carboxy anhydrides (NCAs), which are produced with the use of toxic compounds (e.g. phosgene) and which are highly sensitive to humidity. In order to avoid the direct synthesis and isolation of the NCAs, ...",gnd:4285058-7 gnd:4292197-1 gnd:4175278-8 gnd:4157727-9
Colloid mobility controlling processes in single fractures : a bottom-up approach,"Rock fractures can serve as water conducting structures for fluid flow and mass transport within the Earth’s crust. Large apertures, which enable high flow velocities, and a rock matrix with several orders of magnitude lower permeability, are accountable that those structures serve as preferential conduits for solutes and colloids. The mechanistic understanding of fundamental transport and retention processes is essential to make reliable predictions of the fate of solutes and colloids in the subsurface. This comprehensive topic is of paramount importance in many areas of geo-engineering, for example disposal of nuclear waste in deep geological formations, enhanced geothermal systems, CO2 sequestration, gas and oil industry, and contaminant transport in groundwater systems. This cumulative Ph.D. thesis deals with the investigation of the impact of flow channel geometry on solute and colloid transport through natural rough fractures. The bottom-up approach used in this thesis helped to investigate separately the mechanisms and the processes on mass transport (solute and colloids) in four steps. All experiments in this thesis were conducted under hydraulic and chemical settings establishing laminar flow and overall unfavorable colloid attachment conditions.",gnd:4198409-2 gnd:4057696-6 gnd:4480861-6
